Атакующий_1_ID;Атакующий_2_ID;Атакующий_3_ID;Атакующий_4_ID;Атакующий_5_ID;Винрейт_%;Всего_Боев;Средние_Баннеры;Сезон;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;97;157;60.96;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;96;318;61.1;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;94;4494;54.75;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDADMIRALTHRAWN;MARAJADE;ROYALGUARD;VADERDUELSEND;92;185;59.81;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;92;325;58.01;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;91;547;59.1;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;90;288;59.02;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;90;836;57.77;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;88;266;56.87;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;87;248;52.96;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;86;510;55.46;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;85;1104;52.27;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;85;239;55.16;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;84;371;55.04;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;84;416;53.33;Season 78 - 5v5;;
EMPERORPALPATINE;ADMIRALPIETT;MARAJADE;ROYALGUARD;VADERDUELSEND;84;830;54.4;Season 78 - 5v5;;
EMPERORPALPATINE;MARAJADE;ROYALGUARD;SHORETROOPER;VADERDUELSEND;84;242;54.15;Season 78 - 5v5;;
EMPERORPALPATINE;ADMIRALPIETT;MARAJADE;ROYALGUARD;VADERDUELSEND;83;367;53.56;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;78;238;50.73;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;78;163;49.9;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDADMIRALTHRAWN;MARAJADE;ROYALGUARD;VADERDUELSEND;76;216;49.46;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;76;6301;49.19;Season 78 - 5v5;;
EMPERORPALPATINE;ADMIRALPIETT;MARAJADE;ROYALGUARD;VADERDUELSEND;75;180;47.75;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;73;873;47.68;Season 78 - 5v5;;
EMPERORPALPATINE;GRANDMOFFTARKIN;MARAJADE;ROYALGUARD;VADERDUELSEND;72;161;46.42;Season 78 - 5v5;;
MAULS7;CANDEROUSORDO;GARSAXON;IMPERIALSUPERCOMMANDO;JANGOFETT;100;271;64.54;Season 78 - 5v5;;
MAULS7;CANDEROUSORDO;GARSAXON;IMPERIALSUPERCOMMANDO;JANGOFETT;100;271;64.54;Season 78 - 5v5;;
JAWASCAVENGER;COMMANDERLUKESKYWALKER;C3POCHEWBACCA;C3POLEGENDARY;CHEWBACCALEGENDARY;100;165;68.84;Season 78 - 5v5;;
GRANDINQUISITOR;EIGHTHBROTHER;FIFTHBROTHER;NINTHSISTER;SEVENTHSISTER;100;381;64.46;Season 78 - 5v5;;
GRANDINQUISITOR;EIGHTHBROTHER;FIFTHBROTHER;NINTHSISTER;SEVENTHSISTER;100;381;64.46;Season 78 - 5v5;;
GRANDINQUISITOR;INQUISITORBARRISS;NINTHSISTER;SECONDSISTER;SEVENTHSISTER;99;104;64.07;Season 78 - 5v5;;
GRANDINQUISITOR;EIGHTHBROTHER;FIFTHBROTHER;NINTHSISTER;SEVENTHSISTER;95;123;60.93;Season 78 - 5v5;;
GRANDINQUISITOR;EIGHTHBROTHER;FIFTHBROTHER;NINTHSISTER;SEVENTHSISTER;95;309;60.55;Season 78 - 5v5;;
GLREY;AMILYNHOLDO;BB8;BENSOLO;REYJEDITRAINING;98;768;55.96;Season 78 - 5v5;;
GLREY;AMILYNHOLDO;BB8;BENSOLO;REYJEDITRAINING;98;768;55.96;Season 78 - 5v5;;
GLREY;50RT;BENSOLO;EZRAEXILE;REYJEDITRAINING;96;623;60.48;Season 78 - 5v5;;
GLREY;BB8;BENSOLO;EZRAEXILE;REYJEDITRAINING;96;1360;59.78;Season 78 - 5v5;;
GLREY;AMILYNHOLDO;BENSOLO;EZRAEXILE;REYJEDITRAINING;95;1137;59.13;Season 78 - 5v5;;
GLREY;AMILYNHOLDO;BENSOLO;EZRAEXILE;REYJEDITRAINING;95;1171;53.74;Season 78 - 5v5;;
GLREY;BENSOLO;EZRAEXILE;GENERALKENOBI;REYJEDITRAINING;94;563;58.2;Season 78 - 5v5;;
GLREY;BB8;BENSOLO;EZRAEXILE;REYJEDITRAINING;94;1408;53.21;Season 78 - 5v5;;
GLREY;50RT;BENSOLO;EZRAEXILE;REYJEDITRAINING;93;594;53.33;Season 78 - 5v5;;
GLREY;BARRISSOFFEE;BENSOLO;EZRAEXILE;REYJEDITRAINING;92;922;57.02;Season 78 - 5v5;;
GLREY;BARRISSOFFEE;BENSOLO;EZRAEXILE;REYJEDITRAINING;89;1095;49.67;Season 78 - 5v5;;
GLREY;AMILYNHOLDO;BB8;BENSOLO;REYJEDITRAINING;89;453;53.82;Season 78 - 5v5;;
GLREY;BENSOLO;CALKESTIS;EZRAEXILE;REYJEDITRAINING;88;2817;54.4;Season 78 - 5v5;;
GLREY;BENSOLO;CALKESTIS;FULCRUMAHSOKA;REYJEDITRAINING;87;634;49.23;Season 78 - 5v5;;
GLREY;BENSOLO;CALKESTIS;EZRAEXILE;REYJEDITRAINING;87;402;48.55;Season 78 - 5v5;;
GLREY;BARRISSOFFEE;BENSOLO;CALKESTIS;REYJEDITRAINING;86;474;48.1;Season 78 - 5v5;;
GLREY;BARRISSOFFEE;BENSOLO;CALKESTIS;EZRAEXILE;86;546;47.43;Season 78 - 5v5;;
GLREY;BARRISSOFFEE;BENSOLO;EZRAEXILE;GENERALKENOBI;85;560;53.32;Season 78 - 5v5;;
GLREY;BARRISSOFFEE;BENSOLO;CALKESTIS;EZRAEXILE;85;396;52.68;Season 78 - 5v5;;
GLREY;BENSOLO;CALKESTIS;EZRAEXILE;REYJEDITRAINING;83;2199;46.6;Season 78 - 5v5;;
GLREY;50RT;BENSOLO;CALKESTIS;EZRAEXILE;82;503;51.35;Season 78 - 5v5;;
GLREY;BARRISSOFFEE;BENSOLO;CALKESTIS;GENERALKENOBI;82;477;45.4;Season 78 - 5v5;;
GLREY;BARRISSOFFEE;BENSOLO;CALKESTIS;EZRAEXILE;80;1919;44.4;Season 78 - 5v5;;
GLREY;BENSOLO;CALKESTIS;EZRAEXILE;FULCRUMAHSOKA;80;458;49.23;Season 78 - 5v5;;
GLREY;BENSOLO;CALKESTIS;EZRAEXILE;GENERALKENOBI;79;973;43.25;Season 78 - 5v5;;
GLREY;BARRISSOFFEE;BENSOLO;CALKESTIS;EZRAEXILE;74;2732;46.04;Season 78 - 5v5;;
GLREY;BENSOLO;CALKESTIS;EZRAEXILE;GENERALKENOBI;74;1972;46.19;Season 78 - 5v5;;
SATELESHAN;BASTILASHAN;JEDIKNIGHTREVAN;JOLEEBINDO;JUHANI;100;134;57.48;Season 78 - 5v5;;
SATELESHAN;BASTILASHAN;JEDIKNIGHTREVAN;JOLEEBINDO;JUHANI;100;134;57.48;Season 78 - 5v5;;
SATELESHAN;BASTILASHAN;JEDIKNIGHTREVAN;JOLEEBINDO;JUHANI;99;440;56.41;Season 78 - 5v5;;
SATELESHAN;BASTILASHAN;JEDIKNIGHTREVAN;JOLEEBINDO;JUHANI;99;204;61.67;Season 78 - 5v5;;
SATELESHAN;BASTILASHAN;JEDIKNIGHTREVAN;JOLEEBINDO;JUHANI;97;149;62.85;Season 78 - 5v5;;
SATELESHAN;50RT;BASTILASHAN;JEDIKNIGHTREVAN;JOLEEBINDO;96;119;61.22;Season 78 - 5v5;;
SATELESHAN;BASTILASHAN;JEDIKNIGHTREVAN;JOLEEBINDO;JUHANI;94;1193;59.58;Season 78 - 5v5;;
SATELESHAN;BASTILASHAN;JEDIKNIGHTREVAN;JOLEEBINDO;JUHANI;93;126;60.16;Season 78 - 5v5;;
SATELESHAN;BASTILASHAN;JEDIKNIGHTREVAN;JOLEEBINDO;JUHANI;91;174;58.87;Season 78 - 5v5;;
SATELESHAN;BASTILASHAN;JEDIKNIGHTREVAN;JOLEEBINDO;JUHANI;88;154;55.01;Season 78 - 5v5;;
SATELESHAN;BASTILASHAN;JEDIKNIGHTREVAN;JOLEEBINDO;JUHANI;86;114;53.96;Season 78 - 5v5;;
SATELESHAN;BASTILASHAN;JEDIKNIGHTREVAN;JOLEEBINDO;JUHANI;86;191;50.5;Season 78 - 5v5;;
PLOKOON;SHAAKTI;DARTHBANE;COUNTDOOKU;QUEENAMIDALA;99;453;64.7;Season 78 - 5v5;;
QUEENAMIDALA;GRANDMASTERYODA;MASTERQUIGON;PADAWANOBIWAN;SHAAKTI;96;414;62.71;Season 78 - 5v5;;
QUEENAMIDALA;BADBATCHECHO;MASTERQUIGON;PADAWANOBIWAN;SHAAKTI;94;319;61.78;Season 78 - 5v5;;
QUEENAMIDALA;GRANDMASTERYODA;MASTERQUIGON;PADAWANOBIWAN;SHAAKTI;94;1112;61.72;Season 78 - 5v5;;
QUEENAMIDALA;GRANDMASTERYODA;MACEWINDU;MASTERQUIGON;PADAWANOBIWAN;93;356;60.78;Season 78 - 5v5;;
QUEENAMIDALA;BADBATCHECHO;GRANDMASTERYODA;MASTERQUIGON;PADAWANOBIWAN;92;389;60.45;Season 78 - 5v5;;
QUEENAMIDALA;GRANDMASTERYODA;MASTERQUIGON;PADAWANOBIWAN;SHAAKTI;91;224;57.76;Season 78 - 5v5;;
QUEENAMIDALA;BADBATCHECHO;MASTERQUIGON;PADAWANOBIWAN;SHAAKTI;90;724;59.15;Season 78 - 5v5;;
QUEENAMIDALA;CORUSCANTUNDERWORLDPOLICE;GRANDMASTERYODA;MASTERQUIGON;PADAWANOBIWAN;90;226;53.35;Season 78 - 5v5;;
QUEENAMIDALA;GRANDMASTERYODA;MASTERQUIGON;PADAWANOBIWAN;SHAAKTI;87;364;54.63;Season 78 - 5v5;;
QUEENAMIDALA;GRANDMASTERYODA;MASTERQUIGON;PADAWANOBIWAN;SHAAKTI;86;1580;50.71;Season 78 - 5v5;;
GLLEIA;ADMIRALRADDUS;CAPTAINDROGAN;JYNERSO;R2D2_LEGENDARY;95;252;60.04;Season 78 - 5v5;;
GLLEIA;CAPTAINDROGAN;CAPTAINREX;OLDBENKENOBI;R2D2_LEGENDARY;95;157;59.48;Season 78 - 5v5;;
GLLEIA;CAPTAINDROGAN;CAPTAINREX;MONMOTHMA;R2D2_LEGENDARY;95;276;55.96;Season 78 - 5v5;;
GLLEIA;BAZEMALBUS;CAPTAINDROGAN;CHIRRUTIMWE;R2D2_LEGENDARY;94;100;54.9;Season 78 - 5v5;;
GLLEIA;ADMIRALRADDUS;CAPTAINDROGAN;JYNERSO;R2D2_LEGENDARY;92;156;58.63;Season 78 - 5v5;;
GLLEIA;BAZEMALBUS;CAPTAINDROGAN;MONMOTHMA;R2D2_LEGENDARY;92;102;53.75;Season 78 - 5v5;;
GLLEIA;CAPTAINDROGAN;MONMOTHMA;OLDBENKENOBI;R2D2_LEGENDARY;92;317;54.64;Season 78 - 5v5;;
GLLEIA;BAZEMALBUS;CAPTAINDROGAN;OLDBENKENOBI;R2D2_LEGENDARY;91;107;53.81;Season 78 - 5v5;;
GLLEIA;ADMIRALRADDUS;CAPTAINDROGAN;JYNERSO;R2D2_LEGENDARY;91;184;58.07;Season 78 - 5v5;;
GLLEIA;CAPTAINDROGAN;CAPTAINREX;OLDBENKENOBI;R2D2_LEGENDARY;90;824;53.45;Season 78 - 5v5;;
GLLEIA;ADMIRALRADDUS;CAPTAINDROGAN;CAPTAINREX;R2D2_LEGENDARY;89;166;51.08;Season 78 - 5v5;;
GLLEIA;ADMIRALRADDUS;CAPTAINDROGAN;JYNERSO;R2D2_LEGENDARY;89;117;50.38;Season 78 - 5v5;;
GLLEIA;CAPTAINDROGAN;CAPTAINREX;OLDBENKENOBI;R2D2_LEGENDARY;89;129;51.23;Season 78 - 5v5;;
GLLEIA;CAPTAINDROGAN;CAPTAINREX;FULCRUMAHSOKA;R2D2_LEGENDARY;88;116;51.84;Season 78 - 5v5;;
GLLEIA;ADMIRALRADDUS;CAPTAINDROGAN;JYNERSO;R2D2_LEGENDARY;88;160;50.07;Season 78 - 5v5;;
GLLEIA;ADMIRALRADDUS;CAPTAINDROGAN;JYNERSO;R2D2_LEGENDARY;88;1139;50.91;Season 78 - 5v5;;
GLLEIA;C3POCHEWBACCA;CAPTAINDROGAN;CAPTAINREX;R2D2_LEGENDARY;87;356;50.5;Season 78 - 5v5;;
GLLEIA;CAPTAINDROGAN;CAPTAINREX;OLDBENKENOBI;R2D2_LEGENDARY;87;104;51.17;Season 78 - 5v5;;
GLLEIA;CAPTAINDROGAN;CHEWBACCALEGENDARY;HANSOLO;R2D2_LEGENDARY;84;275;51.83;Season 78 - 5v5;;
GLLEIA;CAPTAINDROGAN;CHEWBACCALEGENDARY;HANSOLO;R2D2_LEGENDARY;84;345;48.28;Season 78 - 5v5;;
GLLEIA;CAPTAINDROGAN;CAPTAINREX;OLDBENKENOBI;R2D2_LEGENDARY;82;191;51.83;Season 78 - 5v5;;
GLLEIA;ADMIRALRADDUS;CAPTAINDROGAN;JYNERSO;R2D2_LEGENDARY;80;210;45.09;Season 78 - 5v5;;
GLLEIA;ADMIRALRADDUS;CAPTAINDROGAN;JYNERSO;R2D2_LEGENDARY;77;514;47.34;Season 78 - 5v5;;
GLLEIA;ADMIRALRADDUS;CAPTAINDROGAN;JYNERSO;R2D2_LEGENDARY;70;341;44.8;Season 78 - 5v5;;
GLLEIA;C3POCHEWBACCA;CAPTAINDROGAN;CAPTAINREX;R2D2_LEGENDARY;70;107;42.49;Season 78 - 5v5;;
TUSKENCHIEFTAIN;TUSKENHUNTRESS;TUSKENRAIDER;TUSKENSHAMAN;URORRURRR;100;2160;64.36;Season 78 - 5v5;;
TUSKENCHIEFTAIN;TUSKENHUNTRESS;TUSKENRAIDER;TUSKENSHAMAN;URORRURRR;100;2160;64.36;Season 78 - 5v5;;
TUSKENCHIEFTAIN;TUSKENHUNTRESS;TUSKENRAIDER;TUSKENSHAMAN;URORRURRR;100;333;64.97;Season 78 - 5v5;;
TUSKENCHIEFTAIN;TUSKENHUNTRESS;TUSKENRAIDER;TUSKENSHAMAN;URORRURRR;100;140;64.54;Season 78 - 5v5;;
TUSKENCHIEFTAIN;TUSKENHUNTRESS;TUSKENRAIDER;TUSKENSHAMAN;URORRURRR;100;135;64.87;Season 78 - 5v5;;
TUSKENCHIEFTAIN;TUSKENHUNTRESS;TUSKENRAIDER;TUSKENSHAMAN;URORRURRR;100;109;63.98;Season 78 - 5v5;;
TUSKENCHIEFTAIN;TUSKENHUNTRESS;TUSKENRAIDER;TUSKENSHAMAN;URORRURRR;100;100;63.97;Season 78 - 5v5;;
TUSKENCHIEFTAIN;TUSKENHUNTRESS;TUSKENRAIDER;TUSKENSHAMAN;URORRURRR;99;217;64.49;Season 78 - 5v5;;
TUSKENCHIEFTAIN;TUSKENHUNTRESS;TUSKENRAIDER;TUSKENSHAMAN;URORRURRR;99;210;64.1;Season 78 - 5v5;;
TUSKENCHIEFTAIN;TUSKENHUNTRESS;TUSKENRAIDER;TUSKENSHAMAN;URORRURRR;99;177;62.68;Season 78 - 5v5;;
TUSKENCHIEFTAIN;TUSKENHUNTRESS;TUSKENRAIDER;TUSKENSHAMAN;URORRURRR;98;193;64.18;Season 78 - 5v5;;
TUSKENCHIEFTAIN;TUSKENHUNTRESS;TUSKENRAIDER;TUSKENSHAMAN;URORRURRR;97;206;63.15;Season 78 - 5v5;;
CARTHONASI;JOLEEBINDO;JUHANI;MISSIONVAO;ZAALBAR;99;139;62.92;Season 76 - 5v5;;
MONMOTHMA;BIGGSDARKLIGHTER;KYLEKATARN;LUTHENRAEL;WEDGEANTILLES;100;128;64.12;Season 76 - 5v5;;
MONMOTHMA;BIGGSDARKLIGHTER;KYLEKATARN;LUTHENRAEL;WEDGEANTILLES;100;128;64.12;Season 76 - 5v5;;
MONMOTHMA;HOTHREBELSCOUT;KYLEKATARN;LUTHENRAEL;PAO;100;118;64.31;Season 76 - 5v5;;
MONMOTHMA;CARADUNE;KYLEKATARN;LUTHENRAEL;PAO;99;111;64.06;Season 76 - 5v5;;
MONMOTHMA;CARADUNE;KYLEKATARN;LUTHENRAEL;PAO;96;151;61.99;Season 76 - 5v5;;
MONMOTHMA;CARADUNE;KYLEKATARN;LUTHENRAEL;PAO;96;295;59.86;Season 76 - 5v5;;
MONMOTHMA;BAZEMALBUS;CHIRRUTIMWE;KYLEKATARN;LUTHENRAEL;95;147;59.5;Season 76 - 5v5;;
MONMOTHMA;BIGGSDARKLIGHTER;KYLEKATARN;LUTHENRAEL;WEDGEANTILLES;94;353;58.83;Season 76 - 5v5;;
MONMOTHMA;HOTHREBELSCOUT;KYLEKATARN;LUTHENRAEL;PAO;91;136;58.07;Season 76 - 5v5;;
MONMOTHMA;BIGGSDARKLIGHTER;KYLEKATARN;LUTHENRAEL;WEDGEANTILLES;90;121;58.16;Season 76 - 5v5;;
MONMOTHMA;HOTHREBELSCOUT;KYLEKATARN;LUTHENRAEL;PAO;87;290;53.88;Season 76 - 5v5;;
MONMOTHMA;CARADUNE;KYLEKATARN;LUTHENRAEL;PAO;74;159;46.77;Season 76 - 5v5;;
GRANDMASTERLUKE;HERMITYODA;JEDIKNIGHTCAL;JEDIKNIGHTLUKE;JEDIKNIGHTREVAN;98;142;62.35;Season 76 - 5v5;;
GRANDMASTERLUKE;HERMITYODA;JEDIKNIGHTCAL;JEDIKNIGHTLUKE;JEDIKNIGHTREVAN;97;537;61.95;Season 76 - 5v5;;
GRANDMASTERLUKE;HERMITYODA;JEDIKNIGHTCAL;JEDIKNIGHTLUKE;JEDIKNIGHTREVAN;93;132;50.39;Season 76 - 5v5;;
GRANDMASTERLUKE;HERMITYODA;JEDIKNIGHTCAL;JEDIKNIGHTLUKE;JEDIKNIGHTREVAN;90;133;58.18;Season 76 - 5v5;;
BAYLANSKOLL;FENNECSHAND;JANGOFETT;MARROK;SHINHATI;98;101;61.2;Season 76 - 5v5;;
BAYLANSKOLL;BOBAFETTSCION;FENNECSHAND;MARROK;SHINHATI;97;230;61.21;Season 76 - 5v5;;
BAYLANSKOLL;HONDO;MARROK;QIRA;SHINHATI;96;126;62.07;Season 76 - 5v5;;
BAYLANSKOLL;DASHRENDAR;L3_37;MARROK;SHINHATI;95;283;59.96;Season 76 - 5v5;;
BAYLANSKOLL;DASHRENDAR;HONDO;MARROK;SHINHATI;95;181;60.93;Season 76 - 5v5;;
BAYLANSKOLL;DASHRENDAR;FENNECSHAND;MARROK;SHINHATI;93;160;58.43;Season 76 - 5v5;;
BAYLANSKOLL;DASHRENDAR;JANGOFETT;MARROK;SHINHATI;91;170;57;Season 76 - 5v5;;
BAYLANSKOLL;DASHRENDAR;DENGAR;MARROK;SHINHATI;91;128;57.08;Season 76 - 5v5;;
BAYLANSKOLL;L3_37;MARROK;QIRA;SHINHATI;89;155;56.19;Season 76 - 5v5;;
BAYLANSKOLL;CADBANE;DASHRENDAR;MARROK;SHINHATI;88;120;55;Season 76 - 5v5;;
BAYLANSKOLL;FENNECSHAND;HONDO;MARROK;SHINHATI;86;217;54.53;Season 76 - 5v5;;
BAYLANSKOLL;DASHRENDAR;MARROK;QIRA;SHINHATI;86;470;53.74;Season 76 - 5v5;;
BAYLANSKOLL;HONDO;L3_37;MARROK;SHINHATI;85;140;53.35;Season 76 - 5v5;;
BAYLANSKOLL;DENGAR;HONDO;MARROK;SHINHATI;84;330;53.29;Season 76 - 5v5;;
BAYLANSKOLL;DENGAR;MARROK;SHINHATI;ZAMWESELL;81;127;50.51;Season 76 - 5v5;;
BAYLANSKOLL;BOBAFETTSCION;HONDO;MARROK;SHINHATI;81;218;51.01;Season 76 - 5v5;;
BAYLANSKOLL;HONDO;JANGOFETT;MARROK;SHINHATI;81;200;50.77;Season 76 - 5v5;;
BAYLANSKOLL;DASHRENDAR;HONDO;MARROK;SHINHATI;79;1123;49.71;Season 76 - 5v5;;
BAYLANSKOLL;HONDO;MARROK;QIRA;SHINHATI;77;712;48.62;Season 76 - 5v5;;
BAYLANSKOLL;HUNTERS3;MARROK;SHINHATI;WRECKERS3;76;155;49.62;Season 76 - 5v5;;
BAYLANSKOLL;DASHRENDAR;MARROK;QIRA;SHINHATI;73;102;47.63;Season 76 - 5v5;;
PAZVIZSLA;THEMANDALORIANBESKARARMOR;SUPREMELEADERKYLOREN;DARKREY;FOSITHTROOPER;100;104;67.76;Season 76 - 5v5;;
MANDALORBOKATAN;BOKATAN;IG12;PAZVIZSLA;THEMANDALORIANBESKARARMOR;82;172;48.3;Season 76 - 5v5;;
MANDALORBOKATAN;BOKATAN;IG12;PAZVIZSLA;THEMANDALORIANBESKARARMOR;81;264;50.9;Season 76 - 5v5;;
MANDALORBOKATAN;BOKATAN;IG12;PAZVIZSLA;THEMANDALORIANBESKARARMOR;80;340;50.75;Season 76 - 5v5;;
MANDALORBOKATAN;BOKATAN;IG12;PAZVIZSLA;THEMANDALORIANBESKARARMOR;79;100;50.14;Season 76 - 5v5;;
CAPTAINENOCH;DEATHTROOPERPERIDEA;NIGHTTROOPER;SCOUTTROOPER_V3;TIEFIGHTERPILOT;97;132;61.92;Season 76 - 5v5;;
STRANGER;MAULHATEFUELED;PLOKOON;STARKILLER;VISASMARR;73;188;41.13;Season 76 - 5v5;;
STRANGER;MAULHATEFUELED;PLOKOON;STARKILLER;VISASMARR;73;188;41.13;Season 76 - 5v5;;
STRANGER;BARRISSOFFEE;MAULHATEFUELED;STARKILLER;VISASMARR;73;263;44.95;Season 76 - 5v5;;
STRANGER;BARRISSOFFEE;MAULHATEFUELED;STARKILLER;VISASMARR;71;6086;39.12;Season 76 - 5v5;;
STRANGER;MAULHATEFUELED;OLDBENKENOBI;STARKILLER;VISASMARR;70;417;39.04;Season 76 - 5v5;;
TRENCH;COUNTDOOKU;DROIDEKA;JANGOFETT;NUTEGUNRAY;100;141;64.93;Season 76 - 5v5;;
TRENCH;COUNTDOOKU;DROIDEKA;JANGOFETT;NUTEGUNRAY;100;141;64.93;Season 76 - 5v5;;
TRENCH;COUNTDOOKU;GEONOSIANBROODALPHA;JANGOFETT;NUTEGUNRAY;99;286;60.3;Season 76 - 5v5;;
TRENCH;ASAJVENTRESS;COUNTDOOKU;JANGOFETT;NUTEGUNRAY;99;203;64.68;Season 76 - 5v5;;
TRENCH;ASAJVENTRESS;COUNTDOOKU;JANGOFETT;NUTEGUNRAY;99;184;60.85;Season 76 - 5v5;;
TRENCH;COUNTDOOKU;GEONOSIANBROODALPHA;JANGOFETT;NUTEGUNRAY;99;128;61.17;Season 76 - 5v5;;
TRENCH;COUNTDOOKU;GEONOSIANBROODALPHA;JANGOFETT;NUTEGUNRAY;98;496;64.23;Season 76 - 5v5;;
TRENCH;COUNTDOOKU;JANGOFETT;NUTEGUNRAY;WATTAMBOR;98;234;62.23;Season 76 - 5v5;;
TRENCH;COUNTDOOKU;JANGOFETT;NUTEGUNRAY;WATTAMBOR;98;159;62.65;Season 76 - 5v5;;
TRENCH;COUNTDOOKU;JANGOFETT;NUTEGUNRAY;WATTAMBOR;97;132;62.48;Season 76 - 5v5;;
TRENCH;COUNTDOOKU;JANGOFETT;NUTEGUNRAY;WATTAMBOR;97;1692;63.43;Season 76 - 5v5;;
TRENCH;COUNTDOOKU;JANGOFETT;NUTEGUNRAY;WATTAMBOR;94;289;59.56;Season 76 - 5v5;;
TRENCH;COUNTDOOKU;JANGOFETT;NUTEGUNRAY;WATTAMBOR;93;415;57.33;Season 76 - 5v5;;
TRENCH;COUNTDOOKU;JANGOFETT;NUTEGUNRAY;WATTAMBOR;92;142;59.12;Season 76 - 5v5;;
TRENCH;COUNTDOOKU;JANGOFETT;NUTEGUNRAY;WATTAMBOR;90;974;53.74;Season 76 - 5v5;;
DAKA;MERRIN;NIGHTSISTERZOMBIE;JEDIMASTERKENOBI;AHSOKATANO;100;185;66.27;Season 76 - 5v5;;
MOTHERTALZIN;ASAJVENTRESS;DAKA;MERRIN;NIGHTSISTERZOMBIE;100;103;64.97;Season 76 - 5v5;;
MOTHERTALZIN;ASAJVENTRESS;DAKA;MERRIN;NIGHTSISTERZOMBIE;99;2071;64.22;Season 76 - 5v5;;
MOTHERTALZIN;ASAJVENTRESS;DAKA;MERRIN;NIGHTSISTERZOMBIE;97;130;62.52;Season 76 - 5v5;;
MOTHERTALZIN;ASAJVENTRESS;DAKA;MERRIN;NIGHTSISTERZOMBIE;96;213;61.38;Season 76 - 5v5;;
MOTHERTALZIN;ASAJVENTRESS;DAKA;MERRIN;NIGHTSISTERZOMBIE;96;171;61.43;Season 76 - 5v5;;
MOTHERTALZIN;ASAJVENTRESS;DAKA;MERRIN;NIGHTSISTERZOMBIE;92;132;57.65;Season 76 - 5v5;;
MOTHERTALZIN;ASAJVENTRESS;DAKA;MERRIN;NIGHTSISTERZOMBIE;90;188;58.84;Season 76 - 5v5;;
DOCTORAPHRA;BT1;HK47;IG88;TRIPLEZERO;99;103;61.82;Season 76 - 5v5;;
DOCTORAPHRA;BT1;HK47;IG88;TRIPLEZERO;98;150;59.79;Season 76 - 5v5;;
DOCTORAPHRA;BT1;HK47;IG88;TRIPLEZERO;94;326;59.77;Season 76 - 5v5;;
DOCTORAPHRA;BT1;IG88;IG90;TRIPLEZERO;90;201;55.49;Season 76 - 5v5;;
DOCTORAPHRA;BT1;HK47;TRIPLEZERO;VADER;88;106;54.52;Season 76 - 5v5;;
DOCTORAPHRA;BT1;IG90;TRIPLEZERO;VADER;86;152;52.7;Season 76 - 5v5;;
DOCTORAPHRA;BT1;IG90;TRIPLEZERO;VADER;85;156;51.48;Season 76 - 5v5;;
DOCTORAPHRA;BT1;IG88;TRIPLEZERO;VADER;85;162;52.84;Season 76 - 5v5;;
DOCTORAPHRA;BT1;IG88;IG90;TRIPLEZERO;84;200;54.52;Season 76 - 5v5;;
IDENVERSIOEMPIRE;DEATHTROOPER;RANGETROOPER;SCOUTTROOPER_V3;SHORETROOPER;99;152;64.37;Season 76 - 5v5;;
IDENVERSIOEMPIRE;COLONELSTARCK;DEATHTROOPER;SCOUTTROOPER_V3;SHORETROOPER;99;125;59.64;Season 76 - 5v5;;
